Age,Birth Place,Birthday,College,Current Status,Experience (in seasons),Height (inches),Name,Position,Weight (lbs),Years Played
48,"Dayton , OH",4/6/1969,Kent State,Retired,7,76,"Harmon, Andy",,278,1991 - 1997
,,,No College,Retired,3,71,"Peyton, Leo",,190,1923 - 1925
23,"Eugene , OR",8/20/1993,Portland State,Active,1,76,"Canaday, Kameron",LS,245,
23,"Carrollton , GA",9/20/1993,Auburn,Active,2,70,"Jones, Jonathan",CB,190,
39,"Hopkinsville , KY",1/5/1978,Kentucky,Retired,6,70,"Pinner, Artose",,232,2003 - 2008
37,"Las Vegas , NV",9/11/1979,Utah State,Retired,2,72,"Newson, Tony",,247,2002 - 2004
,"Elizabeth , NJ",5/7/1902,Brown,Retired,2,70,"Eckstein, Dolph",,185,1925 - 1926
42,"Manhasset , NY",5/25/1975,Virginia Tech,Retired,7,75,"DiNapoli, Gennaro",,287,1998 - 2004
52,"Tucson , AZ",6/24/1964,Arizona,Retired,1,66,"Adams, David",,168,1987 - 1987
48,"Virginia Beach , VA",11/19/1968,UCLA,Retired,6,74,"Darby, Matt",,198,1992 - 1997
,"Detroit , MI",5/8/1918,Toledo,Retired,1,73,"Maher, Frank",,195,1941 - 1941
32,,4/6/1985,Penn State,Retired,1,69,"Kinlaw, Rodney",,201,2008 - 2008
37,,1/26/1980,Utah,Retired,0,72,"Johnson, Marty",,240,2006 - 2006
52,"Winnsboro , SC",7/9/1964,Clemson,Retired,1,75,"Mack, Terence",,240,1987 - 1987
33,"Honolulu , HI",11/22/1983,Arizona,Retired,1,76,"Lefotu, Kili",,315,2006 - 2007
53,"Bakersfield , CA",3/12/1964,San Diego State,Retired,1,77,"Ariey, Mike",,285,1989 - 1989
,"Covington , GA",4/21/1922,Florida,Retired,1,75,"Lee, Gene",,226,1946 - 1946
,"Chicago , IL",3/4/1921,Illinois Tech,Retired,2,70,"Vodicka, Joe",,189,1943 - 1945
73,"Washington , PA",2/5/1944,Penn State,Retired,2,73,"Riggle, Bob",,200,1966 - 1967
61,"Port Arthur , TX",5/6/1956,North Texas,Retired,2,75,"Lewis, Reggie",,260,1979 - 1980
,"New London , CT",4/19/1918,Murray State,Retired,1,72,"Uguccioni, Rocky",,195,1944 - 1944
,"Elyria , OH",2/26/1930,Ohio State,Retired,2,69,"Janowicz, Vic",,187,1954 - 1955
77,"Watsonville , CA",8/6/1939,USC,Retired,1,75,"Marinovich, Marv",,250,1965 - 1965
73,"Kansas City , MO",11/2/1943,San Diego State,Retired,2,76,"Farris, John",,245,1965 - 1966
28,"Orange , CA",12/13/1988,UCLA,Unsigned free agent,8,70,"Verner, Alterraun",CB,187,
36,"Jacksonville , FL",11/22/1980,Clemson,Retired,1,74,"Youngblood, Kevin",,215,2006 - 2007
47,"Pine Bluff , AR",4/18/1970,Louisiana Tech,Retired,1,77,"Roaf, Willie",,320,1993 - 2005
30,"Blytheville , AR",7/20/1986,Mississippi,Active,7,78,"Parnell, Jermey",OT,323,
34,"Jackson , MS",11/29/1982,Mississippi,Retired,2,71,"Espy, Mike",,195,2006 - 2007
68,"Fort Valley , GA",6/29/1948,Johnson C. Smith,Retired,5,71,"Johnson, Benny",,178,1970 - 1976
,"Hammond , IN",3/26/1916,Indiana,Retired,1,73,"Haak, Bob",,245,1939 - 1939
44,"North Chicago , IL",1/21/1973,Illinois,Retired,1,73,"Johnson, Johnny",,202,1996 - 1996
44,"South Hill , VA",12/19/1972,Virginia Tech,Retired,5,74,"Jackson, Waverly",,343,1998 - 2002
26,,5/17/1991,Eastern Michigan,Retired,2,73,"Gillett, Alex",,215,2013 - 2014
,"Chicago , IL",2/28/1919,UCLA,Retired,2,72,"Cantor, Leo",,195,1942 - 1945
30,,8/14/1986,Grambling State,Retired,1,70,"Edwards, Clyde",,181,2008 - 2008
56,"Houston , TX",12/12/1960,Southern Methodist,Retired,4,70,"Phillips, Reggie",,170,1985 - 1988
68,"Baytown , TX",12/28/1948,North Texas,Retired,8,75,"Parker, Willie",,245,1973 - 1980
35,"Union City , CA",12/4/1981,Sacramento State,Retired,1,70,"Amey, Otis",,192,2005 - 2007
,Soderholm Sweden,4/8/1902,Middlebury,Retired,1,69,"Hallquist, Stone",,168,1926 - 1926
,"Buckhannon , WV",4/28/1901,Pittsburgh,Retired,2,72,"Flanagan, Hoot",,169,1925 - 1926
51,"San Diego , CA",1/31/1966,Nevada-Las Vegas,Retired,1,72,"Dimry, Charles",,176,1988 - 1999
25,"Pittsburgh , PA",10/25/1991,Alabama,Active,4,72,"Sunseri, Vinnie",DB,210,
37,"Titusville , FL",3/14/1980,Florida,Retired,7,78,"Walker, Aaron",,260,2003 - 2009
41,"Chickasha , OK",11/7/1975,Oklahoma,Retired,1,76,"Alexander, Stephen",,250,1998 - 2007
,"Long Beach , CA",1/6/1983,UCLA,Retired,1,72,"Cassel, Marcus",,189,2006 - 2006
29,,8/22/1987,Michigan State,Retired,1,72,"Gordon, Eric",,232,2011 - 2011
,"Monessen , PA",1/7/1919,Case Western Reserve,Retired,1,69,"Belichick, Steve",,190,1941 - 1941
,"Melrose , MN",9/16/1919,Columbia,Retired,3,74,"Daley, Bill",,210,1946 - 1948
48,"Tupelo , MS",10/14/1968,Mississippi State,Retired,1,74,"Parks, Tommy",,235,2001 - 2001
28,"North Attleboro , MA",12/11/1988,Connecticut,Active,7,70,"Sherman, Anthony",FB,242,
24,"Nashville , TN",3/11/1993,Western Kentucky,Active,1,70,"Iworah, Prince Charles",CB,193,
49,"Lake Charles , LA",4/28/1968,USC,Retired,1,73,"Carrier, Mark",,190,1990 - 2000
,"Milwaukee , WI",11/1/1903,Marquette,Retired,9,75,"Dilweg, Lavvie",,200,1926 - 1934
25,,8/20/1991,Texas A&M,Retired,2,76,"Askew, Nate",,235,2014 - 2015
27,"Bixby , OK",6/18/1989,Kansas,Active,7,70,"Harris, Chris",CB,199,
,"Beaumont , TX",12/29/1920,Miami (Ohio),Retired,2,71,"Tevis, Lee",,190,1947 - 1948
63,"Houston , TX",10/2/1953,Texas A&M,Retired,6,68,"Roaches, Carl",,168,1980 - 1985
,"Bellaire , OH",9/7/1926,West Virginia,Retired,8,73,"Keane, Tom",,190,1948 - 1955
34,,11/5/1982,Washington,Retired,1,75,"Alailefaleula, Tui",,350,2006 - 2007
46,"Nowata , OK",4/20/1971,Tulsa,Retired,6,72,"Penn, Chris",,198,1994 - 1999
47,"Jacksonville , FL",8/9/1969,Florida,Retired,1,74,"Bartley, Ephesians",,213,1992 - 1992
71,"Tulsa , OK",7/7/1945,Oklahoma State,Retired,2,79,"Randall, Dennis",,250,1967 - 1968
,"Oskaloosa , IA",11/13/1900,Notre Dame,Retired,4,70,"Anderson, Eddie",,176,1922 - 1925
36,"Chickasha , OK",10/20/1980,Tulsa,Retired,5,75,"Rayburn, Sam",,303,2003 - 2007
52,"Lexington , KY",11/17/1964,Eastern Kentucky,Retired,3,74,"Ingram, Byron",,295,1987 - 1989
35,"Richmond , VA",10/4/1981,Virginia Tech,Retired,2,75,"Davis, Jim",,275,2005 - 2006
,"Lake City , FL",9/28/1966,Georgia,Retired,7,77,"Adams, Scott",,290,1991 - 1997
,"Rock Island , IL",12/15/1892,St. Ambrose,Retired,6,73,"Kolls, Louis",,220,1920 - 1927
24,"Wadsworth , OH",9/15/1992,Washington,Active,3,70,"Sankey, Bishop",RB,209,
,"Oshkosh , WI",11/6/1910,Carroll (Wis.),Retired,1,71,"Gollomb, Rudy",,205,1936 - 1936
26,"San Bernardino , CA",8/7/1990,Wyoming,Active,6,71,"Gipson, Tashaun",FS,210,
38,"Lynchburg , VA",12/8/1978,Rutgers,Retired,1,74,"Barr, Mike",,230,2006 - 2007
31,"Santa Ana , CA",7/19/1985,Brigham Young,Retired,4,72,"Fangupo, Hebron",,324,2012 - 2015
46,"Albany , NY",6/4/1971,New Hampshire,Retired,1,73,"Gamble, David",,190,1997 - 1997
43,"Greenwood , MS",9/3/1973,Arkansas State,Retired,1,77,"Emmons, Carlos",,245,1996 - 2006
71,"San Antonio , TX",4/11/1946,Texas,Retired,1,78,"Fest, Howard",,262,1968 - 1977
29,"Greenwood , SC",12/15/1987,Coastal Carolina,Active,6,72,"Norman, Josh",CB,200,
46,,3/26/1971,Louisiana-Monroe,Retired,1,77,"Fagan, Tommy",,257,1994 - 1994
28,"Glendora , CA",11/25/1988,Nevada,Retired,5,74,"Amaya, Jonathon",,205,2010 - 2014
53,"Pittsburgh , PA",7/1/1963,Tulane,Retired,2,75,"Karcher, Ken",,205,1987 - 1988
37,"Danville , KY",12/4/1979,Kentucky,Retired,3,77,"Johnson, Dennis",,276,2002 - 2004
63,"Pottstown , PA",4/21/1954,Salem (WV),Retired,4,70,"Deloplaine, Jack",,205,1976 - 1979
73,"Wilmington , DE",5/30/1944,Cornell,Retired,2,73,"Larson, Pete",,200,1967 - 1968
,"St.Paul , MN",4/30/1910,St. Olaf,Retired,1,73,"Saumer, Pete",,195,1934 - 1934
48,"Reidsville , NC",11/20/1968,Michigan,Retired,1,72,"Welborne, Tripp",,205,1992 - 1992
40,"Walnut Creek , CA",6/16/1976,Boise State,Retired,2,76,"Setzer, Bobby",,280,2001 - 2002
,"West Union , WV",12/8/1913,Marshall,Retired,1,73,"Underwood, Wayne",,190,1937 - 1937
,"Follansbee , WV",6/23/1902,West Virginia,Retired,1,70,"Mahan, Walter",,210,1926 - 1926
54,"Wausau , WI",2/14/1963,Wisconsin,Retired,1,78,"Dellenbach, Jeff",,300,1985 - 1999
40,"Palo Alto , CA",1/30/1977,California,Retired,1,71,"O'Neal, Deltha",,194,2000 - 2009
26,,4/18/1991,Arkansas,Retired,1,72,"Rasner, Ross",,208,2013 - 2013
,"Waterford , NY",12/27/1901,Cornell,Retired,1,72,"Flynn, Furlong",,210,1926 - 1926
44,"Atlanta , GA",1/6/1973,Georgia,Retired,3,74,"Marshall, Whit",,245,1996 - 1999
55,"Fort Gaines , GA",3/12/1962,Texas Tech,Retired,1,76,"Jackson, Charles",,210,1987 - 1987
85,"Los Angeles , CA",9/15/1931,USC,Retired,1,73,"Peviani, Bob",,210,1953 - 1953
,"Claremore , OK",9/7/1920,Oklahoma,Retired,1,74,"Allton, Joe",,235,1942 - 1942
38,"San Bernardino , CA",2/24/1979,UCLA,Retired,7,75,"Nece, Ryan",,224,2002 - 2008
29,"Neptune , NJ",2/27/1988,Miami (Fla.),Retired,3,73,"Nelms, Cory",,191,2011 - 2013
26,"Oakland , CA",12/18/1990,Akron,Active,1,76,"Pughsley, Jarrod",OG,310,
,"Monon , IN",11/3/1900,Valparaiso,Retired,2,,"Cearing, Lloyd",,185,1922 - 1923
32,,11/9/1984,West Virginia,Retired,1,73,"Dingle, Johnny",,265,2008 - 2008
36,"Pittsburgh , PA",8/27/1980,Marshall,Retired,2,77,"Sciullo, Steve",,325,2003 - 2004
56,"Lawrence , KS",7/11/1960,Kansas,Retired,5,72,"Scribner, Bucky",,207,1983 - 1989
32,Neuenburg Germany,3/22/1985,South Florida,Unsigned free agent,1,70,"Jenkins, Mike",DB,197,
32,,2/8/1985,Oklahoma State,Retired,1,75,"DeGrate, Victor",,294,2007 - 2008
23,,2/16/1994,Mississippi,Active,1,71,"Elston, Trae",DB,176,
,"Dearborn , MI",4/30/1926,Michigan State,Retired,3,70,"Bagdon, Ed",,204,1950 - 1952
42,"Cairo , GA",11/27/1974,Virginia,Retired,3,73,"Kirby, Charles",,249,1998 - 2001
42,"Atlanta , GA",10/19/1974,Florida A&M,Retired,2,78,"Harden, Cedric",,260,1998 - 1999
,"New York , NY",11/20/1895,Case Western Reserve,Retired,1,70,"Weinberg, Sol",,165,1923 - 1923
33,,3/24/1984,Tennessee,Retired,1,75,"Reynolds, Antonio",,270,2008 - 2008
,"Bakersfield , CA",6/13/1922,UCLA,Retired,3,73,"Baldwin, Burr",,197,1947 - 1949
26,"Altus , OK",1/20/1991,Mississippi State,Retired,3,74,"Lawrence, Cameron",,238,2013 - 2015
33,,5/11/1984,Clemson,Retired,1,74,"Jackson, Steven",,255,2006 - 2007
26,"Williston , ND",3/11/1991,Nebraska,Active,3,79,"Qvale, Brent",T,315,
35,"Birmingham , AL",11/8/1981,Alabama,Retired,4,76,"Ephraim, Alonzo",,312,2003 - 2006
51,Okinawa,12/9/1965,Texas,Retired,4,71,"Hagy, John",,190,1988 - 1991
40,"Dover , NJ",10/18/1976,William & Mary,Retired,1,74,"Leach, Mike",,235,2000 - 2015
27,,1/30/1990,Dartmouth,Retired,0,70,"Schwieger, Nick",,210,2012 - 2012
56,"New York , NY",10/31/1960,Louisville,Retired,1,75,"Tharpe, Richard",,255,1987 - 1987
24,"San Jose , CA",4/10/1993,Sacramento State,Active,1,68,"Carter, DeAndre",WR,190,
94,"Munday , TX",8/15/1922,Hardin-Simmons,Retired,1,72,"Johnson, Al",,,1948 - 1948
31,"Voorhees , NJ",10/9/1985,Wake Forest,Retired,2,76,"Thompson, Jeremy",,260,2008 - 2009
59,"Chicago , IL",3/17/1958,Northeastern Illinois,Retired,1,75,"Daugherty, Ron",,185,1987 - 1987
56,"Marietta , GA",3/9/1961,Alabama,Retired,4,76,"Edwards, Randy",,264,1984 - 1987
23,"Cleveland , OH",2/16/1994,Ohio State,Active,2,75,"Powell, Tyvis",FS,211,
26,"Oakland , CA",12/22/1990,Oregon,Retired,2,73,"Vaughn, Rahsaan",,190,2013 - 2014
46,"Wilmington , DE",8/9/1970,Syracuse,Retired,7,77,"Gedney, Chris",,254,1993 - 2000
,"Nesquehoning , PA",12/23/1911,Mount St. Mary's,Retired,2,73,"Ferko, Fritz",,242,1937 - 1938
,"Fairpoint , OH",1/8/1928,Tennessee-Chattanooga,Retired,1,74,"Lagod, Chet",,220,1953 - 1953
,"Chicago , IL",10/29/1900,Chicago,Retired,2,72,"Halladay, Dick",,175,1923 - 1924
54,"Great Bend , KS",12/18/1962,Kansas State,Retired,5,77,"Johnson, Damian",,290,1986 - 1990
89,"Sardinia , OH",1/11/1928,Eastern Kentucky,Retired,3,72,"Pelfrey, Ray",,190,1951 - 1953
,"Robert Lee , TX",7/14/1914,Texas Tech,Retired,1,71,"Baze, Winnie",,200,1937 - 1937
25,Douala Cameroon,12/7/1991,Colorado,Active,2,78,"Nembot, Stephane",OT,320,
43,"Kansas City , MO",4/29/1974,Texas A&M-Commerce,Retired,1,69,"Mathis, Kevin",,185,1997 - 2006
,"Youngstown , OH",4/6/1900,Lafayette,Retired,5,70,"Elliott, Doc",,209,1922 - 1931
24,"Rockford , MI",12/30/1992,Cincinnati,Active,2,78,"Ehinger, Parker",OG,310,
,,,Hibbing CC MN,Retired,1,,"Chrape, Joseph",,210,1929 - 1929
,"Magee , MS",9/30/1942,Southern Mississippi,Retired,2,73,"Mangum, John",,270,1966 - 1967
40,"Arcadia , CA",2/12/1977,Colorado,Retired,5,76,"Bedell, Brad",,306,2000 - 2006
,"Fairmont , MN",9/27/1907,Minnesota,Retired,1,72,"Tanner, Bob",,190,1930 - 1930
,"Clairton , PA",1/28/1897,Pennsylvania,Retired,1,68,"Thomas, Enid",,170,1926 - 1926
53,,1/31/1964,Furman,Retired,1,72,"Norris, Jerome",,187,1987 - 1987
37,,10/20/1979,Winston-Salem State,Retired,1,74,"Kelly, Stephon",,212,2002 - 2002
38,"Lena , MS",12/27/1978,Mississippi,Retired,9,73,"McAllister, Deuce",,232,2001 - 2009
53,"Denver , CO",9/25/1963,Fort Lewis,Retired,1,73,"Zeman, Ed",,195,1987 - 1987
,"Dabob , WA",12/4/1908,Notre Dame,Retired,1,70,"Yarr, Tommy",,205,1933 - 1933
33,,10/7/1983,Vanderbilt,Retired,0,72,"Pace, Andrew",,198,2006 - 2006
26,"American Fork , UT",1/1/1991,UCLA,Active,4,76,"Su'a-Filo, Xavier",G,320,
68,Charleroi Belgium,6/26/1948,Syracuse,Retired,2,69,"Jakowenko, George",,175,1974 - 1976
29,,7/26/1987,Delaware,Retired,1,74,"Marcorelle, Matt",,245,2011 - 2011
30,"West Palm Beach , FL",8/8/1986,Mount Union,Active,1,72,"Garcon, Pierre",WR,211,
69,American Samoa,1/20/1948,Montana,Retired,1,75,"Uperesa, Tuufuli",,254,1971 - 1971
22,"Keysville , GA",6/23/1994,Auburn,Active,2,74,"Lambert, DaVonte",DE,282,
28,"Los Angeles , CA",4/6/1989,Fresno State,Active,7,73,"Carter, Chris",LB,245,
26,"Scottsdale , AZ",12/22/1990,Stanford,Active,4,77,"Murphy, Trent",DE,290,
,"Midway , PA",5/21/1932,Maryland,Retired,9,71,"Felton, Ralph",,210,1954 - 1962
38,"Tennille , GA",4/20/1979,Georgia,Retired,1,72,"Edwards, Terrence",,171,2003 - 2003
55,,10/29/1961,Florida State,Retired,1,72,"Mack, Kim",,190,1987 - 1987
22,"Baltimore , MD",2/13/1995,Virginia Tech,Active,2,71,"Fuller, Kendall",CB,196,
,"Hayti , MO",1/12/1932,Arkansas,Retired,1,73,"Carpenter, Lew",,220,1953 - 1963
69,"Vicksburg , MS",10/30/1947,Memphis,Retired,4,72,"Riley, Preston",,180,1970 - 1973
53,"Warner Robins , GA",7/22/1963,Fort Valley State,Retired,1,73,"Anderson, Eddie",,215,1986 - 1997
42,"Richmond , VA",1/14/1975,Richmond,Retired,1,74,"Barber, Shawn",,240,1998 - 2007
30,,8/10/1986,Coastal Carolina,Retired,1,71,"Norman, Marrio",,180,2014 - 2014
28,", St. Croix",10/10/1988,East Carolina,Active,8,76,"Joseph, Linval",DT,329,
,"Bryn Athyn , PA",5/3/1901,Swarthmore,Retired,1,75,"Asplundh, Les",,213,1925 - 1925
37,"Fort Lauderdale , FL",4/5/1980,Central Missouri State,Retired,2,74,"Devoe, Todd",,198,2005 - 2006
35,"Phoenix , AZ",5/11/1982,Arizona State,Retired,5,78,"Walter, Andrew",,230,2005 - 2009
27,,11/3/1989,Miami (Fla.),Retired,4,75,"Regis, Micanor",,330,2012 - 2015
70,"Rome , NY",3/6/1947,Utah State,Retired,4,72,"Detwiler, Chuck",,185,1970 - 1973
32,"Potomac , MD",6/23/1984,Youngstown State,Retired,4,69,"Mason, Marcus",,226,2007 - 2010
79,"Bunkie , LA",6/30/1937,Kansas,Retired,4,77,"Hageman, Fred",,242,1961 - 1964
,Triere Germany,12/10/1880,No College,Retired,2,72,"Nesser, Phil",,225,1920 - 1921
25,"Danville , IN",12/17/1991,North Carolina,Active,4,77,"Hurst, James",T,312,
28,"Lake Forest , IL",6/13/1988,Wisconsin,Retired,4,79,"Carimi, Gabe",,316,2011 - 2014
55,"Verona , PA",3/24/1962,Pittsburgh,Retired,5,72,"Flynn, Tom",,195,1984 - 1988
,"Walthill , NE",4/18/1916,South Dakota,Retired,1,75,"Lane, Les",,193,1939 - 1939
70,"Monticello , IA",8/28/1946,Wyoming,Retired,4,74,"Dirks, Mike",,246,1968 - 1971
62,"Seguin , TX",7/5/1954,Texas A&M - Kingsville,Retired,2,75,"Franklin, George",,225,1978 - 1979
62,"Kansas City , MO",12/26/1954,Oklahoma State,Retired,6,73,"Parsley, Cliff",,211,1977 - 1982
,"Fargo , ND",5/17/1944,North Dakota,Retired,2,79,"Lince, Dave",,265,1966 - 1967
38,"Ruston , LA",2/14/1979,Tulane,Retired,9,74,"Ramsey, Patrick",,225,2002 - 2010
52,"Detroit , MI",7/29/1964,Ohio State,Retired,1,75,"Johnson, Pepper",,259,1986 - 1998
33,"Rock Hill , SC",4/16/1984,South Carolina,Active,1,71,"Joseph, Johnathan",CB,185,
67,"Jackonville , FL",1/26/1950,Florida,Retired,1,76,"Youngblood, Jack",,247,1971 - 1984
,"Pittsburgh , PA",3/3/1897,Syracuse,Retired,3,70,"Kellogg, Bill",,178,1924 - 1926
35,"Beltsville , MD",1/30/1982,Penn State,Active,9,75,"Wake, Cameron",DE,263,
34,"Charleston , SC",5/20/1983,North Carolina,Retired,2,76,"Page, Chase",,295,2006 - 2007
37,"Port Arthur , TX",5/30/1980,Oklahoma State,Retired,1,72,"Lewis, John",,195,2003 - 2003
,,2/4/1913,LSU,Retired,2,71,"May, Bill",,188,1937 - 1938
51,"Daytona Beach , FL",10/8/1965,Florida State,Retired,8,68,"Mayhew, Martin",,178,1989 - 1996
26,"Chattanooga , TN",2/5/1991,Middle Tennessee State,Active,2,72,"Seamster, Sammy",DB,205,
30,"Chicago , IL",9/22/1986,Eastern Illinois,Retired,3,77,"Campbell, Chris",,327,2010 - 2012
,"Newark , NJ",10/13/1952,Morgan State,Retired,6,75,"Latta, Greg",,226,1975 - 1980
,"Follansbee , WV",2/18/1917,Alabama,Retired,4,69,"Leon, Tony",,203,1943 - 1946
29,,8/6/1987,Indiana,Retired,1,73,"Mayberry, Matt",,230,2010 - 2010
60,"Hastings , FL",12/23/1956,Kentucky,Retired,9,76,"Ramsey, Derrick",,230,1978 - 1987
,"Knoxville , TN",12/3/1910,Tennessee,Retired,1,72,"Maples, Tal",,195,1934 - 1934
66,"Pittsburgh , PA",12/24/1950,Miami (Fla.),Retired,9,78,"Barnes, Mike",,255,1973 - 1981
27,,2/8/1990,Kansas State,Retired,1,76,"Tannahill, Travis",,255,2013 - 2013
49,"Waterloo , IA",8/14/1967,Arizona State,Retired,2,74,"Perkins, Bruce",,230,1990 - 1991
34,"Cleveland , OH",12/23/1982,Bowling Green State,Retired,4,75,"Sanders, Steve",,205,2006 - 2009
25,"Irvine , CA",10/3/1991,Arizona State,Active,4,72,"Sutton, Will",DT,297,
,"Chillicothe , TX",4/9/1911,Texas Tech,Retired,4,72,"Ramsey, Red",,196,1938 - 1945
33,,1/30/1984,Memphis,Retired,1,72,"Goodwell, Tim",,237,2006 - 2007
,"Streator , IL",11/13/1937,Bradley,Retired,2,73,"Jamieson, Dick",,190,1960 - 1961
49,Benin Nigeria,5/4/1968,Washington State,Retired,1,76,"Oladipo, Gabriel",,295,1995 - 1995
53,"Prichard , AL",8/17/1963,Southern University,Retired,1,72,"Evans, James",,220,1987 - 1987
31,"Elmendorf , TX",11/19/1985,Duke,Retired,7,76,"Bailey, Patrick",,243,2008 - 2014
,"Adrian , MO",7/20/1903,Oregon State,Retired,1,67,"Maple, Howard",,175,1930 - 1930
64,"Melrose , MA",6/24/1952,Syracuse,Retired,1,76,"Lapham, Dave",,259,1974 - 1983
49,"Daytona Beach , FL",3/9/1968,Florida State,Retired,2,72,"Anthony, Terry",,200,1990 - 1991
32,"Little Rock , AR",7/10/1984,Arkansas,Retired,4,75,"Harrison, Marcus",,310,2008 - 2012
48,,8/23/1968,Arizona State,Retired,1,78,"Paul, Arthur",,294,1993 - 1993
,"Hammond , IN",9/5/1893,No College,Retired,2,67,"Kohl, Dutch",,180,1920 - 1922
,"Memphis , TX",5/28/1912,Texas Christian,Retired,2,72,"Casper, Cy",,190,1934 - 1935
47,"Waterloo , SC",6/10/1969,Minnesota,Retired,2,72,"Foggie, Fred",,200,1992 - 1994
32,"Kingsville , TX",12/3/1984,Virginia Tech,Retired,0,71,"Hall, Vince",,239,2008 - 2008
31,"New Orleans , LA",6/10/1985,Florida,Retired,3,78,"Watkins, Jason",,329,2009 - 2011
68,"Altoona , PA",11/5/1948,Penn State,Retired,8,75,"Ebersole, John",,234,1970 - 1977
63,"Chicago , IL",9/11/1953,Wayne State (Neb.),Retired,1,76,"Lewis, Stan",,240,1975 - 1975
33,"Walla Walla , WA",3/20/1984,West Texas A&M,Retired,5,73,"Martin, Charly",,212,2009 - 2013
33,,1/10/1984,Florida,Retired,1,78,"Hand, Randy",,305,2006 - 2006
58,"Macon , GA",2/28/1959,Bethune-Cookman,Retired,5,72,"Jackson, Roger",,186,1982 - 1987
28,"Lancaster , PA",1/6/1989,Georgia Tech,Active,8,76,"Morgan, Derrick",OLB,261,
46,,2/4/1971,Appalachian State,Retired,1,81,"Farkas, Kevin",,350,1995 - 1995
,"Norfolk , VA",2/28/1954,North Carolina,Retired,1,72,"Voight, Mike",,214,1977 - 1977
26,"Bakersfield , CA",10/27/1990,California-Davis,Active,4,71,"Schmidt, Colton",P,224,
28,"Los Angeles , CA",2/17/1989,Arizona State,Retired,4,71,"Lewis, LeQuan",,190,2011 - 2014
79,"Niagara Falls , NY",6/18/1937,Cincinnati,Retired,3,73,"Leo, Jim",,225,1960 - 1962
31,"Dallas , TX",9/11/1985,Colorado State,Retired,7,74,"Hanie, Caleb",,235,2008 - 2014
38,"Alexander City , AL",4/17/1979,Wyoming,Retired,3,73,"Vines, Scott",,204,2004 - 2006
,"Lorain , OH",11/18/1926,Navy,Retired,1,74,"Bartos, Joe",,194,1950 - 1950
,,,Oklahoma State,Retired,0,77,"Davis, Kellen",,303,2006 - 2006
32,,3/29/1985,California,Retired,2,72,"Pimentel, Mickey",,235,2007 - 2008
38,"Marianna , AR",1/16/1979,Arkansas,Retired,4,76,"Hall, Carlos",,259,2002 - 2007
53,"Sapulpa , OK",11/19/1963,Oklahoma State,Retired,1,72,"Zachary, Ken",,222,1987 - 1987
22,Lagos Nigeria,8/2/1994,UCLA,Active,2,77,"Benenoch, Caleb",OG,305,
,"Milwaukee , WI",7/19/1898,Colgate,Retired,5,75,"Neacy, Clem",,206,1924 - 1928
,"Elmira , NY",7/26/1920,UCLA,Retired,8,73,"Waterfield, Bob",,200,1945 - 1952
42,"Charlotte , NC",12/19/1974,Texas,Retired,7,72,"Westbrook, Bryant",,205,1997 - 2003
38,"Gainesville , FL",10/1/1978,Wisconsin-Stout,Retired,5,73,"Beckham, Tony",,195,2002 - 2007
45,"Edgemore , SC",11/9/1971,Clemson,Retired,5,72,"Barber, Mike",,254,1995 - 1999
68,"Detroit , MI",8/29/1948,Hawaii,Retired,1,78,"Gordon, John",,260,1972 - 1972
,"Reading , PA",12/9/1913,Duquesne,Retired,4,70,"Zaninelli, Silvio",,207,1934 - 1937
26,"Virginia Beach , VA",2/23/1991,Syracuse,Active,5,69,"Thomas, Shamarko",DB,205,
31,"Albany , GA",10/5/1985,Louisville,Retired,2,77,"Quarterman, Kurt",,325,2007 - 2009
,"Xenia , OH",11/3/1949,Ohio State,Retired,4,73,"Adams, Doug",,225,1971 - 1974
35,,6/28/1981,Western Michigan,Retired,0,72,"Anderson, Adam",,190,2006 - 2007
,,,Southern Mississippi,Retired,1,72,"Devrow, Billy",,190,1967 - 1967
,"American Falls , ID",6/12/1936,Idaho State,Retired,3,74,"Wagstaff, Jim",,192,1959 - 1961
,County Meathe Ireland,12/16/1892,Rutgers,Retired,6,73,"Nash, Bob",,205,1920 - 1925
35,"South Bay , FL",7/2/1981,Miami (Fla.),Retired,5,76,"Thomas, Santonio",,305,2005 - 2009
36,"Atlanta , GA",2/26/1981,Alabama A&M,Unsigned free agent,1,74,"Mathis, Robert",OLB,245,
33,"Phoenix , AZ",5/28/1984,Texas-El Paso,Retired,2,72,"Thomas, Marcus",,215,2008 - 2009
,"Salt Lake City , UT",7/30/1899,Northwestern,Retired,1,71,"Magnusson, Glen",,225,1925 - 1925
27,"Gretna , LA",6/2/1990,Alabama,Active,5,71,"Lacy, Eddie",RB,234,
34,"Breaux Ridge , LA",4/12/1983,Oklahoma,Retired,3,73,"Alexander, Rufus",,232,2007 - 2009
,"Philadelphia , PA",11/8/1921,Pennsylvania,Retired,1,72,"Gallagher, Bernie",,234,1947 - 1947
30,,1/31/1987,Penn State,Retired,1,73,"Sargeant, Lydell",,187,2009 - 2010
37,"Houston , TX",11/26/1979,Houston,Retired,1,70,"Reynolds, Joffrey",,221,2003 - 2003
61,"Waukegan , IL",4/27/1956,Texas-Arlington,Retired,8,73,"Jensen, Derrick",,221,1979 - 1986
24,"Benton , KS",10/15/1992,Oklahoma,Active,3,78,"Phillips, Jordan",DT,335,
64,"Shreveport , LA",9/1/1952,Wichita State,Retired,1,73,"Owen, Tom",,195,1974 - 1983
