age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
45,9/2/1971,Albany State (Ga.),Retired,1,74,"Maddox, Markco",,210,1996,1996
,3/28/1918,Toledo,Retired,3,70,"Marotti, Lou",,210,1943,1945
30,4/10/1987,Missouri,Retired,1,73,"Baston, Jaron",,305,2010,2010
41,4/12/1976,Northwestern,Retired,1,79,"LaBelle, Bryan",,311,1999,1999
48,7/31/1968,Houston,Retired,1,67,"Weatherspoon, Chuck",,229,1991,1991
26,7/3/1990,Florida,Active,5,74,"Reed, Jordan",TE,246,,
81,6/11/1935,Washington,Retired,6,72,"Derby, Dean",,185,1957,1962
29,7/27/1987,Clemson,Retired,6,69,"Ford, Jacoby",,190,2010,2015
96,4/25/1921,Washington,Retired,1,73,"Riggs, Thron",,225,1944,1944
,1/24/1897,Ohio U.,Retired,1,66,"Newman, Harry",,150,1924,1924
64,9/16/1952,Colorado,Retired,1,76,"Goodman, Harvey",,260,1976,1976
30,9/11/1986,Missouri,Retired,1,74,"Christopher, Brock",,245,2009,2009
26,5/4/1991,Notre Dame,Active,5,69,"Riddick, Theo",RB,201,,
28,6/6/1989,Mississippi,Active,6,79,"Sowell, Bradley",T,309,,
24,12/5/1992,Washington,Active,2,73,"Williams, Kasen",WR,219,,
39,9/14/1977,South Carolina,Retired,3,73,"Pinkney, Cleveland",,300,2003,2007
64,2/28/1953,Louisiana Tech,Retired,7,71,"Harper, Roland",,208,1975,1982
,3/18/1952,Florida,Retired,2,72,"Kendrick, Vince",,231,1974,1976
,2/25/1927,Fairmont State,Retired,1,76,"Lipinski, Jim",,238,1950,1950
36,2/5/1981,New Mexico State,Retired,3,71,"Shabazz, Siddeeq",,200,2003,2006
,11/27/1920,Georgia,Retired,3,73,"Magee, Jim",,202,1944,1946
44,12/18/1972,Wisconsin,Retired,2,73,"Unverzagt, Eric",,241,1996,1997
23,4/30/1994,Louisiana Tech,Active,2,70,"Barnes, Adairius",CB,188,,
,8/19/1919,Missouri,Retired,1,74,"Jeffries, Bob",,206,1942,1942
,4/25/1897,Nebraska,Retired,1,71,"Thomsen, Fred",,180,1924,1924
36,10/10/1980,Kansas State,Retired,1,70,"Reese, Tank",,294,2003,2003
,6/6/1938,Minnesota,Retired,3,71,"Martin, Billy",,197,1962,1964
52,9/13/1964,Grambling State,Retired,2,70,"Scott, Patrick",,170,1987,1988
53,1/29/1964,Kutztown,Retired,1,74,"Reed, Andre",,190,1985,2000
29,1/11/1988,Illinois,Retired,2,71,"Bellamy, Travon",,202,2011,2012
83,2/14/1934,Texas Southern,Retired,2,72,"Perkins, Willis",,260,1961,1963
44,4/6/1973,Army,Retired,1,77,"Davis, Joel",,310,1997,1997
64,7/1/1952,Louisiana Tech,Retired,1,75,"Carr, Roger",,200,1974,1983
33,1/23/1984,Florida State,Retired,3,70,"Davis, Chris",,181,2007,2009
52,6/27/1964,Wisconsin,Retired,2,78,"Derby, Glenn",,290,1989,1990
39,3/9/1978,Northwestern State-Louisiana,Retired,2,69,"Taylor, Tony",,191,2001,2003
22,4/21/1995,Tennessee,Active,2,76,"North, Marquez",WR,216,,
52,6/12/1964,Notre Dame,Retired,2,75,"DiBernardo, Rick",,230,1986,1987
,4/10/1919,St. Louis,Retired,1,71,"Weber, Dick",,195,1945,1945
77,7/5/1939,Western Illinois,Retired,9,70,"Edgerson, Booker",,183,1962,1970
70,1/26/1947,Morgan State,Retired,1,77,"Dabney, Carlton",,259,1968,1968
35,6/15/1981,Alabama,Retired,4,74,"Rasheed, Saleem",,229,2002,2006
32,11/30/1984,Washington,Retired,5,76,"Daniels, Stanley",,320,2007,2012
32,2/6/1985,Louisville,Retired,3,75,"Carter, Patrick",,215,2008,2011
,1/31/1898,Notre Dame,Retired,2,70,"Seyfrit, Si",,170,1923,1924
37,7/29/1979,Texas Tech,Retired,0,76,"Majondo-Mwamba, Patrice",,293,2006,2007
41,3/24/1976,Tennessee,Retired,1,77,"Manning, Peyton",,230,1998,2015
38,9/18/1978,Texas-El Paso,Retired,5,74,"Mays, Lee",,193,2002,2006
,6/22/1928,San Diego State,Retired,5,71,"Quinlan, Skeets",,173,1952,1956
57,11/7/1959,New Mexico State,Retired,8,74,"Barker, Leo",,221,1984,1991
36,12/18/1980,South Carolina,Retired,1,78,"Hall, Shane",,305,2003,2003
47,5/22/1970,Kansas State,Retired,1,70,"Johnson, Clyde",,191,1997,1997
73,7/23/1943,Minnesota,Retired,1,73,"Faust, Paul",,225,1967,1967
27,2/4/1990,Michigan,Retired,3,73,"Demens, Kenny",,242,2013,2015
27,12/16/1989,Arizona,Retired,1,75,"Vassallo, Paul",,247,2012,2012
27,1/21/1990,Vanderbilt,Retired,4,74,"Richardson, Sean",,216,2012,2015
37,4/15/1980,Texas A&M,Retired,9,74,"Yates, Billy",,305,2003,2011
59,1/7/1958,Oregon,Retired,1,70,"Richmond, Rock",,180,1987,1987
51,9/4/1965,North Central,Retired,1,73,"Selesky, Ron",,266,1987,1987
59,2/4/1958,Fresno State,Retired,4,73,"Washington, Anthony",,204,1981,1984
70,4/27/1947,Oregon State,Retired,7,75,"Rasley, Rocky",,250,1969,1976
30,1/20/1987,USC,Unsigned free agent,9,74,"Maualuga, Rey",MLB,258,,
27,3/19/1990,Penn State,Retired,1,77,"Pannell, DeOn'tae",,323,2012,2012
77,1/3/1940,Colorado State,Retired,1,76,"Reed, Leo",,240,1961,1961
89,12/16/1927,San Francisco,Retired,3,71,"Thomas, Ralph",,190,1952,1956
53,5/7/1964,Iowa,Retired,1,71,"Harmon, Ronnie",,200,1986,1997
51,9/1/1965,California,Retired,1,74,"Nickerson, Hardy",,230,1987,2002
28,6/20/1988,Nicholls State,Retired,1,74,"Daniels, Dominique",,190,2010,2010
31,10/11/1985,Massachusetts,Retired,1,75,"Koepplin, Chris",,215,2011,2012
24,5/19/1993,Texas-San Antonio,Active,2,76,"Morgan, David",TE,265,,
,11/12/1900,Lafayette,Retired,2,72,"O'Connell, Milt",,175,1924,1925
53,12/28/1963,Mississippi State,Retired,1,72,"Johnson, Kenneth",,185,1987,1987
,12/11/1944,Wyoming,Retired,4,75,"LaHood, Mike",,250,1969,1972
24,4/13/1993,Wisconsin,Active,3,73,"Gordon, Melvin",RB,215,,
64,1/30/1953,Montana State,Retired,1,77,"Hammond, Wayne",,257,1976,1976
34,6/29/1982,Saginaw Valley State,Retired,4,74,"DiGiorgio, John",,229,2006,2009
73,4/21/1944,North Carolina,Retired,2,74,"Darnall, Bill",,197,1968,1969
,11/7/1895,Lafayette,Retired,1,67,"Weldon, Bodie",,165,1920,1920
,3/31/1968,Notre Dame,Retired,4,78,"Alm, Jeff",,273,1990,1993
,10/7/1895,Syracuse,Retired,2,66,"Rafter, Billy",,155,1921,1924
27,12/29/1989,Cincinnati,Retired,1,76,"Kay, Brendon",,228,2014,2014
69,6/26/1947,Texas A&M,Retired,5,71,"Hargett, Edd",,185,1969,1973
37,2/19/1980,Syracuse,Unsigned free agent,1,73,"Freeney, Dwight",DE,268,,
35,10/26/1981,Maryland,Retired,5,73,"Joe, Leon",,235,2004,2008
40,3/3/1977,Arizona,Retired,4,71,"Canidate, Trung",,205,2000,2003
26,4/22/1991,Georgia,Active,5,77,"Brown, Marlon",WR,214,,
,1/14/1918,Georgetown,Retired,1,74,"Kercher, Bob",,196,1944,1944
64,3/9/1953,Miami (Fla.),Retired,1,77,"Harrah, Dennis",,260,1975,1987
74,2/25/1943,Massachusetts,Retired,4,75,"Vandersea, Phil",,245,1966,1969
38,9/14/1978,LSU,Retired,5,77,"Allen, Kenderick",,328,2003,2008
50,7/18/1966,Arizona,Retired,1,73,"Salum, Donnie",,233,1991,1991
87,8/28/1929,Wake Forest,Retired,1,73,"Listopad, Ed",,230,1952,1952
26,4/13/1991,Harvard,Retired,1,75,"Obukwelu, Nnamdi",,303,2014,2014
28,1/18/1989,Colorado,Retired,1,70,"Perkins, Anthony",,200,2012,2012
32,10/11/1984,Massachusetts,Retired,1,76,"Listorti, Brad",,251,2008,2008
54,5/12/1963,Kentucky,Retired,2,69,"Phillips, Joe",,188,1985,1987
,8/15/1920,Virginia Tech,Retired,2,71,"Maskas, John",,212,1947,1949
72,9/13/1944,Texas,Retired,1,72,"Harris, Phil",,195,1966,1966
26,1/20/1991,Alabama State,Retired,1,71,"Lee, Saeed",,160,2013,2013
25,2/1/1992,Syracuse,Retired,1,74,"MacPherson, Macky",,290,2014,2014
,10/24/1895,Georgetown,Retired,2,71,"Gilroy, Johnny",,178,1920,1921
,,No College,Retired,1,,"Thompson, Bill",,182,1925,1925
29,5/3/1988,Purdue,Retired,3,72,"Adams, Royce",,190,2012,2014
35,11/1/1981,Alabama,Unsigned free agent,1,77,"Mathis, Evan",G,301,,
79,6/18/1937,Duke,Retired,8,74,"Carlton, Wray",,225,1960,1967
,3/18/1902,Ohio U.,Retired,1,70,"Patterson, Clete",,205,1924,1924
45,9/4/1971,Alcorn State,Retired,9,76,"Thierry, John",,262,1994,2002
,7/3/1903,Georgetown,Retired,6,69,"Hagerty, Jack",,164,1926,1932
,5/20/1943,Boston College,Retired,7,74,"Whalen, Jim",,210,1965,1971
35,10/20/1981,Missouri,Retired,2,71,"Harden, Michael",,190,2004,2005
27,3/27/1990,East Carolina,Retired,1,74,"Johnson, Derrell",,257,2014,2014
37,2/14/1980,Central Florida,Retired,1,77,"Flinn, Ryan",,220,2005,2007
73,10/27/1943,Cincinnati,Retired,9,71,"Nelson, Al",,186,1965,1973
25,10/17/1991,Mississippi State,Active,1,76,"Day, Dillon",C,299,,
,10/16/1971,Tennessee State,Retired,1,73,"Shanks, Simon",,215,1995,1995
34,9/1/1982,Syracuse,Retired,6,80,"Terry, Adam",,335,2005,2011
28,2/24/1989,Bethune-Cookman,Active,5,74,"Davis, Ryan",DE,275,,
27,9/28/1989,Notre Dame,Retired,2,76,"Golic, Mike",,300,2013,2015
37,6/12/1979,Western Illinois,Retired,4,75,"Jackson, Frisman",,217,2002,2007
42,10/24/1974,Stanford,Retired,3,77,"Parks, Nathan",,305,1997,2000
60,12/17/1956,San Jose State,Retired,1,71,"Walsh, Jim",,220,1980,1980
28,7/21/1988,Central Florida,Active,7,79,"Reid, Jah",OG,325,,
32,1/8/1985,USC,Retired,7,72,"Thomas, Terrell",,202,2008,2014
65,5/2/1952,Stanford,Retired,1,73,"Reid, Bill",,242,1975,1975
55,2/24/1962,San Diego State,Retired,4,71,"Nixon, Tory",,186,1985,1988
63,12/10/1953,Western Illinois,Retired,2,73,"Tipton, Dave",,255,1975,1976
29,5/26/1988,Pittsburgh,Retired,2,74,"Malecki, John",,298,2010,2013
60,12/23/1956,Florida State,Retired,8,69,"Jackson, Bobby",,178,1978,1985
80,3/5/1937,Wayne State (Mich.),Retired,1,74,"Paolucci, Ben",,240,1959,1959
24,9/14/1992,Jacksonville State,Active,2,74,"Landrum, Chris",LB,245,,
24,3/28/1993,Houston,Active,1,75,"Mbu, Joey",DT,310,,
27,8/2/1989,Buffalo,Retired,1,75,"Rivers, Marcus",,218,2013,2013
38,10/2/1978,Central Michigan,Retired,1,74,"Leigeb, Brian",,207,2002,2002
,1/21/1948,Grambling State,Retired,7,77,"Harris, Richard",,260,1971,1977
35,12/12/1981,Auburn,Retired,9,75,"Johnson, Spencer",,304,2004,2012
,8/9/1916,St. Francis (PA),Retired,1,68,"McCarthy, John",,155,1944,1944
30,2/25/1987,Stanford,Retired,4,78,"Kopa, Matt",,310,2010,2013
,,No College,Retired,1,69,"War Eagle, null",,195,1922,1922
56,9/6/1960,Minnesota,Retired,1,68,"Reid, Alan",,190,1987,1987
46,3/17/1971,North Carolina,Retired,1,74,"Thigpen, Tommy",,242,1993,1993
,11/17/1900,Luther,Retired,1,71,"Orwoll, Ossie",,165,1926,1926
25,12/8/1991,North Carolina State,Active,5,73,"Amerson, David",CB,205,,
,1/15/1949,Trinity (Tex.),Retired,2,72,"Oliver, Greg",,192,1973,1974
54,4/2/1963,Oklahoma,Retired,8,75,"Sewell, Steve",,210,1985,1992
49,6/16/1967,Boston College,Retired,1,72,"Labbe, Rico",,210,1990,1990
53,4/8/1964,Notre Dame,Retired,2,73,"Ballage, Pat",,202,1986,1987
44,9/4/1972,Stanford,Retired,1,75,"Fisk, Jason",,300,1995,2006
58,12/3/1958,Cal Poly-S.L.O.,Retired,6,68,"Martin, Robbie",,179,1981,1986
38,4/14/1979,Tennessee,Retired,6,72,"Parker, Eric",,180,2002,2007
55,2/15/1962,Iowa State,Retired,8,74,"Archer, David",,200,1984,1992
,8/25/1960,Auburn,Retired,4,72,"Peoples, George",,214,1982,1985
48,5/19/1969,Stanford,Retired,4,69,"Scott, Kevin",,175,1991,1994
33,11/1/1983,Cincinnati,Retired,1,75,"Takavitz, Kyle",,310,2006,2006
83,12/14/1933,Mississippi,Retired,1,72,"Alliston, Buddy",,218,1960,1960
30,1/24/1987,Wisconsin,Retired,5,75,"Beckum, Travis",,234,2009,2014
56,4/18/1961,Arkansas,Retired,8,72,"Anderson, Gary",,180,1985,1993
31,6/18/1985,Wake Forest,Retired,2,71,"Abbate, Jon",,245,2007,2008
,6/1/1927,California,Retired,2,70,"Celeri, Bob",,180,1951,1952
,1/6/1913,Oregon,Retired,1,71,"Gagnon, Roy",,210,1935,1935
76,10/14/1940,Villanova,Retired,7,74,"Joe, Billy",,235,1963,1969
,12/18/1897,No College,Retired,1,,"Barnikow, Eddie",,1,1926,1926
58,5/9/1959,Rhode Island,Retired,2,71,"Davidson, Chy",,175,1984,1985
,5/8/1906,Bradley,Retired,2,69,"Carlson, Roy",,178,1928,1929
49,12/31/1967,UCLA,Retired,1,74,"Daluiso, Brad",,210,1991,2001
,12/29/1893,Colgate,Retired,2,71,"Carroll, Bart",,180,1920,1923
,3/27/1904,East Central (OK),Retired,2,73,"Capps, Bill",,233,1929,1930
96,1/30/1921,Wisconsin,Retired,2,71,"Wasserbach, Lloyd",,205,1946,1947
45,7/22/1971,Georgia Tech,Retired,3,71,"Bell, William",,214,1994,1996
,7/25/1907,Fordham,Retired,1,72,"Zapustas, Joe",,198,1933,1933
,3/8/1907,USC,Retired,1,74,"Ward, Johnny",,215,1930,1930
34,1/3/1983,Oklahoma,Retired,3,73,"Bassey, Eric",,200,2006,2009
24,12/17/1992,Penn State,Active,1,75,"Carter, Kyle",TE,245,,
25,10/14/1991,Western Michigan,Retired,1,71,"Celiscar, Donald",,183,2015,2015
24,7/2/1992,Pittsburgh,Active,2,73,"Grigsby, Nicholas",LB,220,,
54,1/1/1963,Northwestern Oklahoma State,Retired,1,69,"Carr, Chetti",,185,1987,1987
26,11/5/1990,Colorado,Retired,2,78,"Kasa, Nick",,265,2013,2015
31,11/21/1985,Florida State,Retired,0,75,"Verdell, Toddrick",,232,2009,2009
35,10/21/1981,Arkansas,Retired,0,76,"Dixon, Arrion",,308,2006,2006
,1/6/1897,Vanderbilt,Retired,2,70,"Carman, Charlie",,215,1920,1921
59,3/17/1958,Southern Methodist,Retired,2,75,"Fisher, Bob",,240,1980,1981
46,4/21/1971,Louisville,Retired,1,74,"Cavallo, Tom",,245,1997,1997
42,4/3/1975,Michigan State,Retired,2,75,"Reece, Travis",,251,1998,1999
34,12/23/1982,Syracuse,Retired,0,76,"Carney, Brendan",,203,2007,2007
53,6/28/1963,Eastern New Mexico,Retired,1,77,"Eccles, Scott",,240,1987,1987
27,1/19/1990,North Carolina,Active,5,74,"Cooper, Jonathan",OG,310,,
27,2/24/1990,North Carolina State,Retired,1,76,"Payton, Quintin",,212,2014,2014
74,10/15/1942,USC,Retired,2,76,"Ferguson, Jim",,240,1968,1969
42,1/31/1975,Miami (Fla.),Retired,1,75,"Lang, Kenard",,264,1997,2007
23,5/21/1994,Texas,Active,1,71,"Thomas, Duke",DB,178,,
30,7/22/1986,Penn State,Active,8,74,"Lee, Sean",OLB,238,,
62,6/16/1954,Boston College,Retired,1,75,"Watts, Robert",,218,1978,1978
61,4/10/1956,Notre Dame,Retired,4,77,"Weston, Jeff",,259,1979,1982
36,3/2/1981,Miami (Ohio),Retired,8,77,"Bell, Jacob",,304,2004,2011
28,2/20/1989,Arizona State,Retired,4,72,"Taylor, Kerry",,200,2011,2014
24,10/14/1992,Oregon State,Active,1,72,"Murphy, Ryan",DB,214,,
24,4/5/1993,Wisconsin,Active,1,71,"Hillary, Darius",CB,183,,
78,11/27/1938,Syracuse,Retired,5,77,"Gilburg, Tom",,245,1961,1965
27,1/15/1990,Rice,Active,5,77,"Willson, Luke",TE,252,,
30,2/1/1987,Tennessee,Retired,4,72,"Hardesty, Montario",,225,2010,2013
52,7/23/1964,Southern Mississippi,Retired,1,73,"Alston, Lyneal",,205,1987,1987
39,11/3/1977,Brigham Young,Retired,1,76,"Nead, Spencer",,259,2003,2003
49,6/19/1967,Marshall,Retired,4,70,"Barber, Michael",,172,1989,1992
,1/24/1934,Arkansas,Retired,1,74,"Carpenter, Preston",,190,1956,1967
43,3/8/1974,North Carolina A&T,Retired,2,75,"James, Toran",,247,1997,1998
31,12/30/1985,Louisville,Retired,3,76,"Cantwell, Hunter",,236,2009,2011
26,8/9/1990,Minnesota State,Retired,1,76,"Bell, Cordell",,305,2012,2012
58,1/2/1959,Miami (Fla.),Retired,1,74,"Marion, Fred",,196,1982,1991
31,2/21/1986,Boise State,Retired,1,75,"O'Neill, Chris",,250,2009,2009
59,7/23/1957,Notre Dame,Retired,4,71,"Haines, Kris",,183,1979,1987
71,4/30/1946,New Mexico,Retired,2,74,"Vallez, Emilio",,210,1968,1969
108,3/28/1909,Haskell Indian,Retired,8,75,"Johnson, Larry",,223,1933,1944
57,5/31/1960,Texas State,Retired,7,70,"Watkins, Bobby",,184,1982,1988
,4/18/1897,No College,Retired,6,71,"Latone, Tony",,195,1925,1930
,,Ripon,Retired,3,69,"Wheeler, Cowboy",,180,1921,1923
75,1/2/1942,Utah,Retired,1,76,"Fleming, Marv",,232,1963,1974
71,2/2/1946,Illinois State,Retired,7,77,"Nelson, Dennis",,260,1970,1977
57,12/31/1959,Georgia Tech,Retired,1,75,"Kelley, Mike",,195,1987,1987
27,1/4/1990,Clemson,Active,5,76,"Goodman, Malliciah",DE,276,,
27,2/26/1990,Southern Methodist,Active,4,70,"Banjo, Chris",CB,207,,
39,9/27/1977,Wisconsin,Retired,6,78,"Gibson, Aaron",,375,1999,2006
24,1/24/1993,South Carolina State,Active,2,72,"Hamilton, Antonio",DB,188,,
53,3/26/1964,North Carolina,Retired,1,75,"Carr, Carl",,230,1987,1987
67,12/7/1949,UCLA,Retired,3,74,"Goodman, Brian",,250,1973,1975
39,7/19/1977,Colorado,Retired,9,75,"Navies, Hannibal",,245,1999,2007
25,4/8/1992,San Jose State,Active,4,72,"Smith, Keith",FB,232,,
33,7/5/1983,Brigham Young,Retired,8,74,"Francisco, Aaron",,207,2005,2012
27,12/31/1989,Clemson,Retired,1,75,"Ford, Brandon",,240,2013,2013
54,7/23/1962,Washington,Retired,8,74,"Albritton, Vince",,205,1984,1991
,4/12/1936,South Carolina,Retired,1,74,"Kompara, John",,245,1960,1960
53,9/17/1963,Alabama,Retired,7,72,"Goode, Chris",,192,1987,1993
27,9/27/1989,UCLA,Active,5,72,"Locke, Jeff",P,195,,
30,12/19/1986,Colorado,Retired,1,76,"Geer, Riar",,250,2010,2011
33,4/23/1984,Syracuse,Retired,7,77,"Ojinnaka, Quinn",,295,2006,2012
34,10/14/1982,Montana,Retired,0,77,"Rhoades, Brad",,285,2006,2006
,5/5/1901,Vermont,Retired,1,70,"Johnson, Oscar",,199,1924,1924
52,8/3/1964,Baylor,Retired,9,69,"Thomas, Johnny",,188,1988,1997
,9/3/1890,No College,Retired,2,69,"Reno, Jess",,165,1920,1922
38,2/16/1979,Tennessee,Retired,1,72,"Sessions, Anthony",,217,2001,2001
31,11/29/1985,Georgia,Active,9,73,"Ellerbe, Dannell",OLB,245,,
51,7/22/1965,California,Retired,1,77,"Riesenberg, Doug",,280,1987,1996
69,1/9/1948,Miami (Ohio),Retired,2,77,"Arthur, Gary",,250,1970,1971
55,10/22/1961,LSU,Retired,1,75,"Marshall, Leonard",,288,1983,1994
32,8/2/1984,LSU,Retired,0,72,"Zenon, Jonathan",,180,2008,2008
,7/4/1896,Ohio Wesleyan,Retired,1,74,"Day, Fred",,195,1921,1921
31,5/13/1986,Arkansas-Pine Bluff,Retired,1,72,"Mallett, Martell",,210,2010,2011
33,1/9/1984,Arkansas State,Retired,1,71,"Toney, Darren",,185,2008,2008
33,6/27/1983,Central Connecticut State,Retired,0,74,"Hairston, Justise",,220,2007,2009
31,7/3/1985,Illinois,Retired,0,72,"Weil, Russ",,258,2008,2008
29,8/17/1987,Central Michigan,Retired,2,74,"Hartmann, Brett",,227,2011,2012
57,8/17/1959,Northern Arizona,Retired,1,71,"Reaves, Willard",,200,1989,1989
,4/1/1926,Purdue,Retired,1,75,"Barbolak, Pete",,235,1949,1949
54,9/30/1962,Cincinnati,Retired,1,73,"Jamison, George",,235,1987,1998
87,2/23/1930,Texas,Retired,8,73,"Dillon, Bobby",,180,1952,1959
34,6/4/1983,Stanford,Retired,5,72,"Alston, Jon",,235,2006,2010
27,1/26/1990,Mississippi,Active,6,71,"Bolden, Brandon",RB,220,,
41,9/12/1975,Central Florida,Retired,1,76,"Jenkins, Marcus",,302,2000,2000
38,10/13/1978,Wisconsin,Retired,3,70,"Echols, Mike",,185,2002,2004
,8/12/1954,Virginia Tech,Retired,2,72,"Hardee, Billy",,184,1976,1977
24,12/31/1992,South Carolina,Active,2,77,"Adams, Jerell",TE,247,,
59,8/23/1957,Pittsburgh,Retired,4,75,"Chesley, Al",,240,1979,1982
50,4/18/1967,Albany State (Ga.),Retired,8,71,"Gant, Kenneth",,215,1990,1997
55,10/7/1961,West Virginia,Retired,1,75,"Harris, Chuck",,255,1987,1987
64,12/12/1952,Miami (Fla.),Retired,1,72,"Carter, Rubin",,256,1975,1986
25,3/2/1992,Fresno State,Active,3,77,"Wichmann, Cody",OG,319,,
46,4/15/1971,Western Ontario (Canada),Retired,5,70,"Tindale, Tim",,220,1994,1998
23,2/18/1994,Akron,Active,2,71,"Brown, Jatavis",ILB,221,,
26,2/8/1991,Texas,Active,5,76,"Okafor, Alex",DE,261,,
58,1/2/1959,Northeastern State (Okla.),Retired,1,72,"Albright, Ira",,285,1987,1987
51,2/7/1966,Texas Tech,Retired,1,73,"Tolliver, Billy Joe",,217,1989,2000
39,12/22/1977,Notre Dame,Retired,6,73,"Legree, Lance",,300,2001,2007
76,9/6/1940,Texas Southern,Retired,9,74,"Rice, Andy",,268,1966,1974
45,10/4/1971,Florida State,Retired,6,71,"Sawyer, Corey",,177,1994,1999
,10/9/1933,Kent State,Retired,9,74,"Owens, Luke",,254,1957,1965
49,3/22/1968,Boston College,Retired,3,72,"Toner, Ed",,240,1992,1994
,5/5/1891,Worcester State,Retired,2,70,"Haas, Bruno",,180,1921,1922
,2/24/1906,Georgia Tech,Retired,7,67,"Thomason, Stumpy",,189,1930,1936
56,5/17/1961,Kansas,Retired,4,74,"Capers, Wayne",,198,1983,1986
34,10/16/1982,California,Retired,9,71,"Giordano, Matt",,208,2005,2013
54,10/28/1962,Alabama,Retired,1,75,"Scissum, Willard",,275,1987,1987
63,10/2/1953,Houston,Retired,3,74,"Keller, Larry",,223,1976,1978
,8/4/1914,St. Vincent,Retired,1,72,"Ratica, Joe",,205,1939,1939
29,1/12/1988,Idaho,Retired,3,76,"Enderle, Nathan",,240,2011,2013
70,8/10/1946,Wake Forest,Retired,4,76,"George, Ed",,270,1975,1978
30,6/3/1987,West Virginia,Retired,7,69,"Lankster, Ellis",,190,2009,2015
28,12/14/1988,Ohio State,Retired,2,71,"Saine, Brandon",,220,2011,2012
48,7/19/1968,Auburn,Retired,1,75,"Danley, Stacy",,216,1991,1991
37,10/6/1979,Georgia,Retired,1,78,"Seymour, Richard",,317,2001,2012
,11/27/1906,No College,Retired,1,,"Kauffman, John",,1,1929,1929
35,10/12/1981,Iowa,Unsigned free agent,1,74,"Babineaux, Jonathan",DT,300,,
58,4/2/1959,Nebraska,Retired,3,71,"Lewis, Rodney",,190,1982,1984
31,9/2/1985,Virginia Tech,Retired,1,74,"Martin, Orion",,260,2009,2009
,2/1/1904,Boston U.,Retired,2,75,"Koplow, Lou",,235,1926,1929
,8/13/1927,Northwestern,Retired,1,72,"Flowers, Dick",,190,1953,1953
58,6/25/1958,Oklahoma,Retired,5,73,"Ray, Darrol",,200,1980,1984
26,5/20/1991,Tennessee,Active,5,76,"Hunter, Justin",WR,203,,
,9/5/1931,Maryland,Retired,1,73,"Alderton, John",,200,1953,1953
75,12/13/1941,Stanford,Retired,2,75,"Atkinson, Frank",,240,1963,1964
34,9/14/1982,Nevada,Retired,3,73,"Mann, Maurice",,190,2004,2008
35,11/16/1981,Troy,Retired,1,75,"Umenyiora, Osi",,255,2003,2014
72,12/23/1944,Marshall,Retired,1,72,"Good, Tom",,230,1966,1966
48,12/12/1968,Pasadena City Coll. CA (J.C.),Retired,4,70,"Ethridge, Ray",,180,1992,1997
,11/28/1921,Vanderbilt,Retired,1,75,"Satterfield, Al",,225,1947,1947
,11/13/1908,Penn State,Retired,1,73,"Panaccion, Tony",,212,1930,1930
25,3/28/1992,Texas,Active,3,71,"Phillips, Adrian",SS,210,,
31,5/8/1986,California,Retired,1,75,"Teofilo, Chet",,329,2010,2010
59,7/30/1957,Georgia Tech,Retired,8,72,"Ivery, Eddie Lee",,210,1979,1986
43,1/17/1974,Michigan State,Retired,1,70,"Mason, Derrick",,197,1997,2011
,5/26/1899,No College,Retired,1,71,"Reisser, Jack",,160,1923,1923
50,9/17/1966,Arkansas,Retired,2,76,"Childress, Freddie",,320,1991,1992
39,8/8/1977,West Virginia,Retired,1,78,"Becht, Anthony",,270,2000,2011
64,7/2/1952,New Mexico State,Retired,8,76,"Pisarcik, Joe",,220,1977,1984
29,12/18/1987,Appalachian State,Active,7,75,"Kilgore, Daniel",C,308,,
36,3/24/1981,Texas Christian,Retired,5,77,"Schobel, Bo",,264,2004,2008
58,10/10/1958,Central Michigan,Retired,7,70,"Jackson, Robert",,184,1982,1989
74,1/18/1943,Western Kentucky,Retired,9,74,"Lindsey, Dale",,223,1965,1973
47,11/22/1969,Nebraska,Retired,1,75,"Parrella, John",,300,1993,2004
47,8/27/1969,Miami (Fla.),Retired,1,74,"Vickers, Kipp",,300,1993,2002
,6/10/1916,Villanova,Retired,2,73,"Chisick, Andy",,207,1940,1941
60,4/28/1957,Northwestern State-Louisiana,Retired,6,74,"Perot, Petey",,261,1979,1985
42,9/27/1974,Texas,Retired,6,74,"Carter, Chris",,212,1997,2002
39,11/29/1977,Miami (Fla.),Retired,9,72,"Webster, Nate",,232,2000,2008
97,2/10/1920,Kentucky State,Retired,1,76,"Anderson, Sugarfoot",,215,1947,1947
27,11/12/1989,Oklahoma State,Retired,2,73,"Sharp, Quinn",,205,2013,2014
23,2/9/1994,Michigan,Active,2,73,"Wilson, Jarrod",DB,209,,
52,12/9/1964,Michigan Tech,Retired,1,75,"Walter, Dave",,230,1987,1987
26,1/30/1991,Texas A&M,Active,5,73,"Lewis, Patrick",C,311,,
,12/29/1933,Valparaiso,Retired,1,73,"Thurston, Fuzzy",,247,1958,1967
50,9/2/1966,Pittsburgh,Retired,1,71,"Gladman, Charles",,205,1987,1987
51,8/11/1965,Cincinnati,Retired,1,75,"Catchings, Toney",,236,1987,1987
23,4/21/1994,Washington,Active,1,70,"Mickens, Jaydon",WR,174,,
27,3/19/1990,Florida State,Active,5,76,"Manuel, EJ",QB,237,,
29,9/6/1987,Troy,Active,7,75,"Addison, Mario",DE,260,,
59,2/14/1958,Illinois,Retired,4,77,"Thornton, Bruce",,263,1979,1982
